Time(Local),Production,Consumption
29.04.2026 14:00:00 +02:00,10984.24,14892.60
29.04.2026 15:00:00 +02:00,10565.76,14920.09
29.04.2026 16:00:00 +02:00,11323.03,15031.00
29.04.2026 17:00:00 +02:00,11872.75,14958.00
29.04.2026 18:00:00 +02:00,13622.67,14850.14
29.04.2026 19:00:00 +02:00,16805.47,15034.69
29.04.2026 20:00:00 +02:00,18692.67,15289.18
29.04.2026 21:00:00 +02:00,19025.37,15440.55
29.04.2026 22:00:00 +02:00,17840.95,15135.72
29.04.2026 23:00:00 +02:00,15910.96,14561.53
30.04.2026 00:00:00 +02:00,14594.19,13987.47
30.04.2026 01:00:00 +02:00,14329.47,13567.49
30.04.2026 02:00:00 +02:00,14053.91,13427.88
30.04.2026 03:00:00 +02:00,13707.81,13386.82
30.04.2026 04:00:00 +02:00,13967.59,13471.74
30.04.2026 05:00:00 +02:00,14637.66,13701.54
30.04.2026 06:00:00 +02:00,16668.35,14615.73
30.04.2026 07:00:00 +02:00,17071.83,15585.76
30.04.2026 08:00:00 +02:00,14474.63,15657.57
30.04.2026 09:00:00 +02:00,11845.97,15435.98
30.04.2026 10:00:00 +02:00,10178.64,15175.47
30.04.2026 11:00:00 +02:00,9542.75,14924.11
30.04.2026 12:00:00 +02:00,9195.72,14661.30
30.04.2026 13:00:00 +02:00,9303.92,14531.34
30.04.2026 14:00:00 +02:00,9209.73,14436.04
30.04.2026 15:00:00 +02:00,9299.91,14353.32
30.04.2026 16:00:00 +02:00,9718.36,14388.82
30.04.2026 17:00:00 +02:00,10397.41,14309.78
30.04.2026 18:00:00 +02:00,13469.20,14253.75
30.04.2026 19:00:00 +02:00,16766.62,14383.81
30.04.2026 20:00:00 +02:00,17964.67,14426.88
30.04.2026 21:00:00 +02:00,18056.92,14493.77
30.04.2026 22:00:00 +02:00,17434.95,14385.25
30.04.2026 23:00:00 +02:00,16107.27,14019.91
01.05.2026 00:00:00 +02:00,14773.93,13633.72
01.05.2026 01:00:00 +02:00,14258.46,13217.18
01.05.2026 02:00:00 +02:00,14234.61,12993.24
01.05.2026 03:00:00 +02:00,14367.60,12899.97
01.05.2026 04:00:00 +02:00,14184.32,12917.36
01.05.2026 05:00:00 +02:00,14222.83,12886.30
01.05.2026 06:00:00 +02:00,14157.06,13099.25
01.05.2026 07:00:00 +02:00,12292.46,13299.13
01.05.2026 08:00:00 +02:00,10601.52,13565.20
01.05.2026 09:00:00 +02:00,10129.76,13704.90
01.05.2026 10:00:00 +02:00,10174.10,13670.65
01.05.2026 11:00:00 +02:00,10322.72,13463.46
01.05.2026 12:00:00 +02:00,10600.47,13265.34
01.05.2026 13:00:00 +02:00,10529.06,13092.80
01.05.2026 14:00:00 +02:00,10355.94,12973.27
01.05.2026 15:00:00 +02:00,10152.69,12940.70
01.05.2026 16:00:00 +02:00,10096.97,12954.54
01.05.2026 17:00:00 +02:00,10606.69,12999.16
01.05.2026 18:00:00 +02:00,13004.21,13064.48
01.05.2026 19:00:00 +02:00,16578.73,13237.05
01.05.2026 20:00:00 +02:00,17493.45,13305.88
01.05.2026 21:00:00 +02:00,17095.47,13395.22
01.05.2026 22:00:00 +02:00,16222.16,13359.22
01.05.2026 23:00:00 +02:00,14373.96,13005.44
02.05.2026 00:00:00 +02:00,14400.90,12779.16
02.05.2026 01:00:00 +02:00,14162.53,12557.75
02.05.2026 02:00:00 +02:00,13204.80,12432.24
02.05.2026 03:00:00 +02:00,12532.70,12334.87
02.05.2026 04:00:00 +02:00,12581.03,12310.05
02.05.2026 05:00:00 +02:00,12811.32,12276.91
02.05.2026 06:00:00 +02:00,12394.17,12406.37
02.05.2026 07:00:00 +02:00,10978.18,12633.27
02.05.2026 08:00:00 +02:00,10202.03,13189.77
02.05.2026 09:00:00 +02:00,10319.10,13655.80
02.05.2026 10:00:00 +02:00,10480.26,13866.78
02.05.2026 11:00:00 +02:00,10536.68,13908.15
02.05.2026 12:00:00 +02:00,10577.52,13931.65
02.05.2026 13:00:00 +02:00,10846.07,13925.02
02.05.2026 14:00:00 +02:00,10843.38,13905.33
02.05.2026 15:00:00 +02:00,11004.01,13949.76
02.05.2026 16:00:00 +02:00,10711.02,14118.59
02.05.2026 17:00:00 +02:00,12499.14,14359.89
02.05.2026 18:00:00 +02:00,15969.13,14476.40
02.05.2026 19:00:00 +02:00,18223.08,14585.57
02.05.2026 20:00:00 +02:00,18399.81,14429.31
02.05.2026 21:00:00 +02:00,18057.64,14376.83
02.05.2026 22:00:00 +02:00,17455.96,14257.34
02.05.2026 23:00:00 +02:00,16564.74,13944.93
03.05.2026 00:00:00 +02:00,16302.38,13727.70
03.05.2026 01:00:00 +02:00,16118.17,13469.69
03.05.2026 02:00:00 +02:00,14942.01,13296.13
03.05.2026 03:00:00 +02:00,14779.32,13174.96
03.05.2026 04:00:00 +02:00,14438.41,13236.31
03.05.2026 05:00:00 +02:00,14798.79,13191.57
03.05.2026 06:00:00 +02:00,13865.46,13206.46
03.05.2026 07:00:00 +02:00,12322.38,13426.26
03.05.2026 08:00:00 +02:00,11266.11,13778.48
03.05.2026 09:00:00 +02:00,11262.78,14168.38
03.05.2026 10:00:00 +02:00,11476.45,14317.24
03.05.2026 11:00:00 +02:00,11172.48,14238.56
03.05.2026 12:00:00 +02:00,10803.56,14144.07
03.05.2026 13:00:00 +02:00,11062.26,14007.23
03.05.2026 14:00:00 +02:00,10870.71,13935.85
03.05.2026 15:00:00 +02:00,11368.80,13908.70
03.05.2026 16:00:00 +02:00,12209.38,13990.02
03.05.2026 17:00:00 +02:00,14587.14,14050.96
03.05.2026 18:00:00 +02:00,17805.56,14333.72
03.05.2026 19:00:00 +02:00,19472.79,14639.78
03.05.2026 20:00:00 +02:00,19613.64,14861.56
03.05.2026 21:00:00 +02:00,19520.61,15006.45
03.05.2026 22:00:00 +02:00,19235.97,14896.60
03.05.2026 23:00:00 +02:00,18031.05,14466.81
04.05.2026 00:00:00 +02:00,17574.76,14032.27
04.05.2026 01:00:00 +02:00,16345.50,13619.97
04.05.2026 02:00:00 +02:00,16587.06,13445.26
04.05.2026 03:00:00 +02:00,15552.97,13358.46
04.05.2026 04:00:00 +02:00,16044.33,13483.86
04.05.2026 05:00:00 +02:00,17743.95,13682.63
04.05.2026 06:00:00 +02:00,19714.11,14623.44
04.05.2026 07:00:00 +02:00,19870.49,15648.03
04.05.2026 08:00:00 +02:00,19105.53,15852.01
04.05.2026 09:00:00 +02:00,17228.59,15611.71
04.05.2026 10:00:00 +02:00,15073.36,15380.00
04.05.2026 11:00:00 +02:00,13529.40,15166.50
04.05.2026 12:00:00 +02:00,12343.91,14929.48
04.05.2026 13:00:00 +02:00,12262.70,14924.70
04.05.2026 14:00:00 +02:00,12420.16,14972.20
04.05.2026 15:00:00 +02:00,13681.02,15167.69
04.05.2026 16:00:00 +02:00,15559.99,15220.81
04.05.2026 17:00:00 +02:00,17987.76,15186.80
04.05.2026 18:00:00 +02:00,18668.78,15222.05
04.05.2026 19:00:00 +02:00,19301.92,15388.76
04.05.2026 20:00:00 +02:00,19802.59,15545.56
04.05.2026 21:00:00 +02:00,19595.19,15616.47
04.05.2026 22:00:00 +02:00,18981.27,15535.88
04.05.2026 23:00:00 +02:00,18244.61,15083.62
05.05.2026 00:00:00 +02:00,17592.48,14635.60
05.05.2026 01:00:00 +02:00,16988.68,14356.86
05.05.2026 02:00:00 +02:00,16475.60,14227.36
05.05.2026 03:00:00 +02:00,16271.93,14291.96
05.05.2026 04:00:00 +02:00,16024.41,14401.84
05.05.2026 05:00:00 +02:00,16463.31,14600.41
05.05.2026 06:00:00 +02:00,18122.89,15550.00
05.05.2026 07:00:00 +02:00,18859.42,16459.90
05.05.2026 08:00:00 +02:00,18129.38,16398.09
05.05.2026 09:00:00 +02:00,16340.61,15984.24
05.05.2026 10:00:00 +02:00,14755.61,15852.21
05.05.2026 11:00:00 +02:00,14159.01,15730.64
05.05.2026 12:00:00 +02:00,13696.40,15495.33
05.05.2026 13:00:00 +02:00,13797.38,15276.49
05.05.2026 14:00:00 +02:00,14140.12,15384.28
05.05.2026 15:00:00 +02:00,14678.23,15453.97
05.05.2026 16:00:00 +02:00,15116.06,15582.50
05.05.2026 17:00:00 +02:00,17552.50,15506.39
05.05.2026 18:00:00 +02:00,19045.30,15478.66
05.05.2026 19:00:00 +02:00,19679.40,15570.94
05.05.2026 20:00:00 +02:00,19393.67,15750.87
05.05.2026 21:00:00 +02:00,19202.97,15977.65
05.05.2026 22:00:00 +02:00,18315.33,15992.40
05.05.2026 23:00:00 +02:00,15692.49,15500.75
06.05.2026 00:00:00 +02:00,14346.41,15000.60
06.05.2026 01:00:00 +02:00,13791.96,14704.72
06.05.2026 02:00:00 +02:00,13807.25,14571.63
06.05.2026 03:00:00 +02:00,13661.07,14554.74
06.05.2026 04:00:00 +02:00,13888.08,14641.41
06.05.2026 05:00:00 +02:00,14899.67,14796.99
06.05.2026 06:00:00 +02:00,17224.48,15631.70
06.05.2026 07:00:00 +02:00,17812.03,16400.55
06.05.2026 08:00:00 +02:00,17353.47,16316.49
06.05.2026 09:00:00 +02:00,15917.61,15887.51
06.05.2026 10:00:00 +02:00,14282.14,15587.37
06.05.2026 11:00:00 +02:00,13585.86,15208.73
06.05.2026 12:00:00 +02:00,13292.90,15143.66
06.05.2026 13:00:00 +02:00,13374.32,14959.61
06.05.2026 14:00:00 +02:00,13399.07,14884.39
06.05.2026 15:00:00 +02:00,14210.76,14996.50
06.05.2026 16:00:00 +02:00,14691.33,15120.67
06.05.2026 17:00:00 +02:00,16472.93,15006.77
06.05.2026 18:00:00 +02:00,18105.70,15068.36
06.05.2026 19:00:00 +02:00,19115.49,15206.45
06.05.2026 20:00:00 +02:00,18998.00,15462.13
06.05.2026 21:00:00 +02:00,18942.17,15627.00
06.05.2026 22:00:00 +02:00,18990.10,15610.62
06.05.2026 23:00:00 +02:00,18417.91,15231.59
07.05.2026 00:00:00 +02:00,17019.09,14723.38
07.05.2026 01:00:00 +02:00,15931.87,14405.25
07.05.2026 02:00:00 +02:00,15438.54,14264.58
07.05.2026 03:00:00 +02:00,15241.42,14184.02
07.05.2026 04:00:00 +02:00,15477.16,14377.73
07.05.2026 05:00:00 +02:00,16904.76,14639.48
07.05.2026 06:00:00 +02:00,18514.73,15474.34
07.05.2026 07:00:00 +02:00,18496.89,16297.65
07.05.2026 08:00:00 +02:00,18238.42,16220.99
07.05.2026 09:00:00 +02:00,17290.44,15826.20
07.05.2026 10:00:00 +02:00,15131.42,15380.42
07.05.2026 11:00:00 +02:00,13334.98,15041.20
07.05.2026 12:00:00 +02:00,12693.56,14865.87
07.05.2026 13:00:00 +02:00,12975.96,14758.56
07.05.2026 14:00:00 +02:00,13421.44,14721.43
07.05.2026 15:00:00 +02:00,14121.02,14757.94
07.05.2026 16:00:00 +02:00,15281.17,14911.06
07.05.2026 17:00:00 +02:00,16707.38,14881.99
07.05.2026 18:00:00 +02:00,18695.98,14868.51
07.05.2026 19:00:00 +02:00,19260.99,14987.84
07.05.2026 20:00:00 +02:00,19632.63,15167.90
07.05.2026 21:00:00 +02:00,19511.71,15325.06
07.05.2026 22:00:00 +02:00,19305.39,15318.87
07.05.2026 23:00:00 +02:00,18875.67,14947.56
08.05.2026 00:00:00 +02:00,17566.39,14465.27
08.05.2026 01:00:00 +02:00,16873.77,14195.72
08.05.2026 02:00:00 +02:00,16584.28,13986.71
08.05.2026 03:00:00 +02:00,16752.36,13953.42
08.05.2026 04:00:00 +02:00,17108.12,13968.08
08.05.2026 05:00:00 +02:00,17889.61,14045.70
08.05.2026 06:00:00 +02:00,19269.26,14927.19
08.05.2026 07:00:00 +02:00,19504.13,15809.79
08.05.2026 08:00:00 +02:00,18642.45,15876.49
08.05.2026 09:00:00 +02:00,15453.43,15532.02
08.05.2026 10:00:00 +02:00,13213.65,15038.55
08.05.2026 11:00:00 +02:00,12470.88,14847.60
08.05.2026 12:00:00 +02:00,12042.49,14739.08
08.05.2026 13:00:00 +02:00,11739.69,14616.50
08.05.2026 14:00:00 +02:00,12028.81,14564.86
08.05.2026 15:00:00 +02:00,12815.08,14606.86
08.05.2026 16:00:00 +02:00,13489.81,14622.66
08.05.2026 17:00:00 +02:00,15237.22,14642.15
08.05.2026 18:00:00 +02:00,17890.17,14679.30
08.05.2026 19:00:00 +02:00,19130.34,14764.08
08.05.2026 20:00:00 +02:00,19317.47,14699.79
08.05.2026 21:00:00 +02:00,18722.46,14635.88
08.05.2026 22:00:00 +02:00,17518.67,14539.27
08.05.2026 23:00:00 +02:00,16025.96,14219.27
09.05.2026 00:00:00 +02:00,15787.86,13837.72
09.05.2026 01:00:00 +02:00,15433.68,13476.36
09.05.2026 02:00:00 +02:00,15419.64,13252.66
09.05.2026 03:00:00 +02:00,15254.08,13153.56
09.05.2026 04:00:00 +02:00,15504.85,13162.72
09.05.2026 05:00:00 +02:00,15258.46,13041.98
09.05.2026 06:00:00 +02:00,15469.88,13108.79
09.05.2026 07:00:00 +02:00,14761.75,13333.04
09.05.2026 08:00:00 +02:00,13779.09,13715.58
09.05.2026 09:00:00 +02:00,11094.97,14140.95
09.05.2026 10:00:00 +02:00,9826.32,14230.47
09.05.2026 11:00:00 +02:00,9526.33,14159.90
09.05.2026 12:00:00 +02:00,9538.10,14141.28
09.05.2026 13:00:00 +02:00,9453.48,14042.35
09.05.2026 14:00:00 +02:00,9294.15,14054.14
09.05.2026 15:00:00 +02:00,9354.04,14028.01
09.05.2026 16:00:00 +02:00,10065.00,14129.62
09.05.2026 17:00:00 +02:00,12026.49,14247.13
09.05.2026 18:00:00 +02:00,15229.41,14386.00
09.05.2026 19:00:00 +02:00,17825.11,14300.40
09.05.2026 20:00:00 +02:00,18505.11,14353.47
09.05.2026 21:00:00 +02:00,17626.53,14253.46
09.05.2026 22:00:00 +02:00,16734.24,14271.43
09.05.2026 23:00:00 +02:00,15766.70,14027.40
10.05.2026 00:00:00 +02:00,15381.25,13706.47
10.05.2026 01:00:00 +02:00,14743.10,13430.90
10.05.2026 02:00:00 +02:00,14749.89,13320.00
10.05.2026 03:00:00 +02:00,14594.64,13238.44
10.05.2026 04:00:00 +02:00,14771.29,13207.14
10.05.2026 05:00:00 +02:00,14797.79,13137.73
10.05.2026 06:00:00 +02:00,13624.34,13198.07
10.05.2026 07:00:00 +02:00,11946.87,13411.32
10.05.2026 08:00:00 +02:00,10544.53,13782.88
10.05.2026 09:00:00 +02:00,10196.02,14170.72
10.05.2026 10:00:00 +02:00,10356.11,14364.38
10.05.2026 11:00:00 +02:00,10485.08,14311.80
10.05.2026 12:00:00 +02:00,10384.47,14241.60
10.05.2026 13:00:00 +02:00,10137.94,14076.68
10.05.2026 14:00:00 +02:00,9796.54,14034.97
10.05.2026 15:00:00 +02:00,9792.87,14058.04
10.05.2026 16:00:00 +02:00,9819.89,14230.67
10.05.2026 17:00:00 +02:00,11048.48,14379.45
10.05.2026 18:00:00 +02:00,13804.60,14531.53
10.05.2026 19:00:00 +02:00,16780.67,14723.42
10.05.2026 20:00:00 +02:00,17832.02,14949.40
10.05.2026 21:00:00 +02:00,17645.31,15032.24
10.05.2026 22:00:00 +02:00,16556.30,15019.88
10.05.2026 23:00:00 +02:00,15065.08,14683.06
11.05.2026 00:00:00 +02:00,13756.45,14309.83
11.05.2026 01:00:00 +02:00,12994.77,13997.04
11.05.2026 02:00:00 +02:00,13043.93,13931.48
11.05.2026 03:00:00 +02:00,13052.61,13892.33
11.05.2026 04:00:00 +02:00,12864.61,13973.66
11.05.2026 05:00:00 +02:00,14682.91,14137.50
11.05.2026 06:00:00 +02:00,17050.46,14946.24
11.05.2026 07:00:00 +02:00,17829.06,15928.24
11.05.2026 08:00:00 +02:00,17837.69,16047.76
11.05.2026 09:00:00 +02:00,17172.48,15790.09
11.05.2026 10:00:00 +02:00,15972.65,15498.60
11.05.2026 11:00:00 +02:00,14713.66,15278.97
11.05.2026 12:00:00 +02:00,14650.68,15115.43
11.05.2026 13:00:00 +02:00,14154.56,15002.11
11.05.2026 14:00:00 +02:00,13962.18,15078.86
11.05.2026 15:00:00 +02:00,13508.62,15117.99
11.05.2026 16:00:00 +02:00,13102.04,15240.24
11.05.2026 17:00:00 +02:00,15151.63,15170.98
11.05.2026 18:00:00 +02:00,16409.04,15155.93
11.05.2026 19:00:00 +02:00,17456.17,15195.00
11.05.2026 20:00:00 +02:00,17684.01,15306.70
11.05.2026 21:00:00 +02:00,17291.00,15357.72
11.05.2026 22:00:00 +02:00,15823.59,15268.22
11.05.2026 23:00:00 +02:00,13897.33,14828.15
12.05.2026 00:00:00 +02:00,12482.73,14339.05
12.05.2026 01:00:00 +02:00,11810.06,13985.78
12.05.2026 02:00:00 +02:00,11390.49,13885.35
12.05.2026 03:00:00 +02:00,11561.29,13829.76
12.05.2026 04:00:00 +02:00,11592.99,13904.52
12.05.2026 05:00:00 +02:00,12287.80,14090.92
12.05.2026 06:00:00 +02:00,13452.94,14899.10
12.05.2026 07:00:00 +02:00,14732.98,15490.22
12.05.2026 08:00:00 +02:00,14047.81,15591.08
12.05.2026 09:00:00 +02:00,13069.21,15196.02
12.05.2026 10:00:00 +02:00,12225.28,14884.62
12.05.2026 11:00:00 +02:00,12226.88,14645.39
12.05.2026 12:00:00 +02:00,11968.10,14553.19
12.05.2026 13:00:00 +02:00,11545.05,14516.15
12.05.2026 14:00:00 +02:00,12012.74,14646.63
12.05.2026 15:00:00 +02:00,11980.84,14748.58
12.05.2026 16:00:00 +02:00,12018.05,14905.40
12.05.2026 17:00:00 +02:00,12828.61,14906.04
12.05.2026 18:00:00 +02:00,13868.50,14879.98
12.05.2026 19:00:00 +02:00,17077.35,14961.92
12.05.2026 20:00:00 +02:00,19529.34,15178.56
12.05.2026 21:00:00 +02:00,19440.71,15264.02
12.05.2026 22:00:00 +02:00,18411.58,15129.32
12.05.2026 23:00:00 +02:00,16045.59,14664.72
13.05.2026 00:00:00 +02:00,14035.54,14119.60
13.05.2026 01:00:00 +02:00,13100.35,13810.36
13.05.2026 02:00:00 +02:00,12664.61,13636.60
13.05.2026 03:00:00 +02:00,12481.24,13607.33
13.05.2026 04:00:00 +02:00,12865.33,13577.60
13.05.2026 05:00:00 +02:00,13795.05,13733.56
13.05.2026 06:00:00 +02:00,16253.51,14562.00
13.05.2026 07:00:00 +02:00,17413.09,15575.44
13.05.2026 08:00:00 +02:00,16769.54,15662.98
13.05.2026 09:00:00 +02:00,15001.42,15367.14
13.05.2026 10:00:00 +02:00,13243.03,14990.77
13.05.2026 11:00:00 +02:00,12597.89,14879.49
13.05.2026 12:00:00 +02:00,12087.57,14719.96
13.05.2026 13:00:00 +02:00,11871.28,14670.79
13.05.2026 14:00:00 +02:00,11928.66,14725.24
13.05.2026 15:00:00 +02:00,12152.36,14632.48
13.05.2026 16:00:00 +02:00,12634.30,14720.28
13.05.2026 17:00:00 +02:00,14323.61,14682.30
13.05.2026 18:00:00 +02:00,16736.64,14664.04
13.05.2026 19:00:00 +02:00,18591.85,14747.76
13.05.2026 20:00:00 +02:00,19276.45,14813.86
13.05.2026 21:00:00 +02:00,19001.55,14863.84
13.05.2026 22:00:00 +02:00,17332.95,14775.82
13.05.2026 23:00:00 +02:00,14914.01,14399.86
14.05.2026 00:00:00 +02:00,14162.21,14005.32
14.05.2026 01:00:00 +02:00,13310.57,13648.19
14.05.2026 02:00:00 +02:00,13092.97,13335.17
14.05.2026 03:00:00 +02:00,12310.69,13236.17
14.05.2026 04:00:00 +02:00,12415.79,13270.09
14.05.2026 05:00:00 +02:00,12160.75,13254.84
14.05.2026 06:00:00 +02:00,12390.98,13509.32
14.05.2026 07:00:00 +02:00,12520.82,13891.76
14.05.2026 08:00:00 +02:00,12041.06,14315.83
14.05.2026 09:00:00 +02:00,11479.85,14707.08
14.05.2026 10:00:00 +02:00,11606.03,15078.21
14.05.2026 11:00:00 +02:00,11507.98,15079.66
14.05.2026 12:00:00 +02:00,11339.99,15215.24
14.05.2026 13:00:00 +02:00,11110.13,15117.92
14.05.2026 14:00:00 +02:00,11164.28,14988.76
14.05.2026 15:00:00 +02:00,11281.47,14984.51
14.05.2026 16:00:00 +02:00,11835.29,14972.90
14.05.2026 17:00:00 +02:00,13004.98,14907.64
14.05.2026 18:00:00 +02:00,15948.54,14838.85
14.05.2026 19:00:00 +02:00,18304.41,14877.06
14.05.2026 20:00:00 +02:00,19374.20,14978.29
14.05.2026 21:00:00 +02:00,19345.42,14896.13
14.05.2026 22:00:00 +02:00,18379.62,14828.16
14.05.2026 23:00:00 +02:00,17174.48,14563.22
15.05.2026 00:00:00 +02:00,16319.68,14173.74
15.05.2026 01:00:00 +02:00,15494.35,13831.69
15.05.2026 02:00:00 +02:00,15050.16,13666.29
15.05.2026 03:00:00 +02:00,14403.93,13633.24
15.05.2026 04:00:00 +02:00,14233.48,13631.22
15.05.2026 05:00:00 +02:00,14896.23,13778.80
15.05.2026 06:00:00 +02:00,15629.16,14341.04
15.05.2026 07:00:00 +02:00,15892.72,15032.34
15.05.2026 08:00:00 +02:00,15458.08,15303.49
15.05.2026 09:00:00 +02:00,13404.44,15249.33
15.05.2026 10:00:00 +02:00,12901.02,15188.06
15.05.2026 11:00:00 +02:00,12619.65,15049.07
15.05.2026 12:00:00 +02:00,12712.83,15097.98
15.05.2026 13:00:00 +02:00,12967.76,15050.59
15.05.2026 14:00:00 +02:00,12612.79,14971.01
15.05.2026 15:00:00 +02:00,11914.43,14641.73
15.05.2026 16:00:00 +02:00,11841.87,14587.45
15.05.2026 17:00:00 +02:00,13429.53,14519.34
15.05.2026 18:00:00 +02:00,16261.42,14501.19
15.05.2026 19:00:00 +02:00,18676.56,14521.73
15.05.2026 20:00:00 +02:00,19600.09,14497.92
15.05.2026 21:00:00 +02:00,19620.51,14367.96
15.05.2026 22:00:00 +02:00,19274.91,14308.70
15.05.2026 23:00:00 +02:00,18302.72,13955.81
16.05.2026 00:00:00 +02:00,16276.98,13624.62
16.05.2026 01:00:00 +02:00,14535.05,13249.05
16.05.2026 02:00:00 +02:00,13984.31,13025.26
16.05.2026 03:00:00 +02:00,13857.01,12910.89
16.05.2026 04:00:00 +02:00,13656.61,12842.27
16.05.2026 05:00:00 +02:00,13227.02,12709.88
16.05.2026 06:00:00 +02:00,12317.45,12822.75
16.05.2026 07:00:00 +02:00,11514.04,13048.14
16.05.2026 08:00:00 +02:00,11039.64,13478.44
16.05.2026 09:00:00 +02:00,10990.28,13837.42
16.05.2026 10:00:00 +02:00,11129.07,14096.56
16.05.2026 11:00:00 +02:00,11691.31,14188.00
16.05.2026 12:00:00 +02:00,11444.47,14147.04
16.05.2026 13:00:00 +02:00,11325.20,14052.40
16.05.2026 14:00:00 +02:00,11129.12,13955.01
16.05.2026 15:00:00 +02:00,10924.49,13919.78
16.05.2026 16:00:00 +02:00,11296.58,14031.59
16.05.2026 17:00:00 +02:00,11941.72,14255.92
16.05.2026 18:00:00 +02:00,13011.25,14236.80
16.05.2026 19:00:00 +02:00,15884.15,14311.12
16.05.2026 20:00:00 +02:00,17862.61,14294.76
16.05.2026 21:00:00 +02:00,18203.86,14230.39
16.05.2026 22:00:00 +02:00,17160.54,14080.58
16.05.2026 23:00:00 +02:00,15515.58,13747.04
17.05.2026 00:00:00 +02:00,14220.04,13348.98
17.05.2026 01:00:00 +02:00,12912.59,12979.31
17.05.2026 02:00:00 +02:00,12540.78,12730.58
17.05.2026 03:00:00 +02:00,12134.04,12580.42
17.05.2026 04:00:00 +02:00,11770.23,12527.32
17.05.2026 05:00:00 +02:00,11167.48,12482.48
17.05.2026 06:00:00 +02:00,11061.06,12669.13
17.05.2026 07:00:00 +02:00,10772.17,13207.37
17.05.2026 08:00:00 +02:00,10705.76,13760.03
17.05.2026 09:00:00 +02:00,10832.43,13843.06
17.05.2026 10:00:00 +02:00,10604.60,13534.23
17.05.2026 11:00:00 +02:00,10054.95,13230.58
17.05.2026 12:00:00 +02:00,9720.74,12977.29
17.05.2026 13:00:00 +02:00,9604.06,12777.13
17.05.2026 14:00:00 +02:00,9562.65,12685.60
17.05.2026 15:00:00 +02:00,9778.05,12692.14
17.05.2026 16:00:00 +02:00,10314.88,12663.31
17.05.2026 17:00:00 +02:00,12060.55,12717.03
17.05.2026 18:00:00 +02:00,15241.95,12954.33
17.05.2026 19:00:00 +02:00,17711.96,13213.70
17.05.2026 20:00:00 +02:00,18870.60,13448.28
17.05.2026 21:00:00 +02:00,18814.27,13580.57
17.05.2026 22:00:00 +02:00,18379.66,13644.33
17.05.2026 23:00:00 +02:00,17220.41,13465.10
18.05.2026 00:00:00 +02:00,15629.79,13243.74
18.05.2026 01:00:00 +02:00,14382.06,12991.95
18.05.2026 02:00:00 +02:00,14139.40,12840.54
18.05.2026 03:00:00 +02:00,14017.26,12733.64
18.05.2026 04:00:00 +02:00,14589.29,12776.21
18.05.2026 05:00:00 +02:00,16583.07,13018.46
18.05.2026 06:00:00 +02:00,19210.83,13854.45
18.05.2026 07:00:00 +02:00,19848.95,14835.92
18.05.2026 08:00:00 +02:00,18627.96,15009.80
18.05.2026 09:00:00 +02:00,14747.03,14918.10
18.05.2026 10:00:00 +02:00,13181.70,14826.08
18.05.2026 11:00:00 +02:00,12773.33,14611.74
18.05.2026 12:00:00 +02:00,12720.60,14602.05
18.05.2026 13:00:00 +02:00,12476.25,14505.55
18.05.2026 14:00:00 +02:00,12745.92,14477.34
18.05.2026 15:00:00 +02:00,12917.14,14587.86
18.05.2026 16:00:00 +02:00,13911.09,14708.37
18.05.2026 17:00:00 +02:00,16585.78,14617.20
18.05.2026 18:00:00 +02:00,18643.14,14500.86
18.05.2026 19:00:00 +02:00,19493.53,14431.43
18.05.2026 20:00:00 +02:00,19575.52,14454.17
18.05.2026 21:00:00 +02:00,19827.35,14405.60
18.05.2026 22:00:00 +02:00,18935.78,14145.53
18.05.2026 23:00:00 +02:00,17564.50,13701.56
19.05.2026 00:00:00 +02:00,17748.79,13184.36
19.05.2026 01:00:00 +02:00,17015.92,12850.11
19.05.2026 02:00:00 +02:00,16436.45,12680.83
19.05.2026 03:00:00 +02:00,15904.32,12612.41
19.05.2026 04:00:00 +02:00,15931.64,12650.96
19.05.2026 05:00:00 +02:00,16732.23,12831.41
19.05.2026 06:00:00 +02:00,17845.77,13651.37
19.05.2026 07:00:00 +02:00,18704.35,14569.34
19.05.2026 08:00:00 +02:00,17113.74,14626.32
19.05.2026 09:00:00 +02:00,14545.13,14314.10
19.05.2026 10:00:00 +02:00,12808.55,13995.30
19.05.2026 11:00:00 +02:00,11429.92,13914.52
19.05.2026 12:00:00 +02:00,10397.81,13663.17
19.05.2026 13:00:00 +02:00,10221.88,13747.48
19.05.2026 14:00:00 +02:00,10218.16,13800.82
19.05.2026 15:00:00 +02:00,10797.76,13921.07
19.05.2026 16:00:00 +02:00,12026.27,14085.52
19.05.2026 17:00:00 +02:00,14578.80,14014.02
19.05.2026 18:00:00 +02:00,17384.02,13989.32
19.05.2026 19:00:00 +02:00,18627.37,14038.22
19.05.2026 20:00:00 +02:00,18462.36,14096.38
19.05.2026 21:00:00 +02:00,18438.31,14076.46
19.05.2026 22:00:00 +02:00,17396.93,13941.80
19.05.2026 23:00:00 +02:00,15295.22,13479.56
20.05.2026 00:00:00 +02:00,14881.17,12920.64
20.05.2026 01:00:00 +02:00,14265.45,12626.67
20.05.2026 02:00:00 +02:00,13891.66,12444.24
20.05.2026 03:00:00 +02:00,13679.98,12215.32
20.05.2026 04:00:00 +02:00,13776.89,12058.37
20.05.2026 05:00:00 +02:00,15082.78,12124.40
20.05.2026 06:00:00 +02:00,17142.71,12859.49
20.05.2026 07:00:00 +02:00,17990.37,13777.10
20.05.2026 08:00:00 +02:00,17013.79,13867.58
