Time(Local),Production,Consumption
03.01.2026 13:00:00 +01:00,"22291,73","23585,67"
03.01.2026 14:00:00 +01:00,"22397,10","24320,54"
03.01.2026 15:00:00 +01:00,"22571,32","24397,04"
03.01.2026 16:00:00 +01:00,"22854,78","24337,54"
03.01.2026 17:00:00 +01:00,"23016,91","24460,07"
03.01.2026 18:00:00 +01:00,"22789,64","24350,07"
03.01.2026 19:00:00 +01:00,"22529,89","24369,98"
03.01.2026 20:00:00 +01:00,"22277,63","24470,30"
03.01.2026 21:00:00 +01:00,"21943,48","24670,23"
03.01.2026 22:00:00 +01:00,"21577,15","24444,70"
03.01.2026 23:00:00 +01:00,"21231,64","23747,27"
04.01.2026 00:00:00 +01:00,"20950,98","23251,09"
04.01.2026 01:00:00 +01:00,"20680,08","22995,68"
04.01.2026 02:00:00 +01:00,"20399,50","22691,57"
04.01.2026 03:00:00 +01:00,"20341,58","22255,31"
04.01.2026 04:00:00 +01:00,"20299,18","21886,91"
04.01.2026 05:00:00 +01:00,"20325,92","22266,38"
04.01.2026 06:00:00 +01:00,"20466,72","22300,14"
04.01.2026 07:00:00 +01:00,"20701,43","22906,84"
04.01.2026 08:00:00 +01:00,"21041,19","22997,47"
04.01.2026 09:00:00 +01:00,"21427,66","23830,85"
04.01.2026 10:00:00 +01:00,"21851,52","23794,05"
04.01.2026 11:00:00 +01:00,"22095,84","23612,81"
04.01.2026 12:00:00 +01:00,"22168,07","23474,04"
04.01.2026 13:00:00 +01:00,"22240,55","23263,38"
04.01.2026 14:00:00 +01:00,"22295,52","23454,31"
04.01.2026 15:00:00 +01:00,"22559,20","23617,24"
04.01.2026 16:00:00 +01:00,"22751,17","23912,10"
04.01.2026 17:00:00 +01:00,"22641,24","24408,69"
04.01.2026 18:00:00 +01:00,"22508,02","24398,51"
04.01.2026 19:00:00 +01:00,"22391,20","24940,40"
04.01.2026 20:00:00 +01:00,"22272,60","25435,82"
04.01.2026 21:00:00 +01:00,"22143,48","25983,83"
04.01.2026 22:00:00 +01:00,"21870,74","25615,59"
04.01.2026 23:00:00 +01:00,"21409,98","24561,57"
05.01.2026 00:00:00 +01:00,"20934,58","24208,62"
05.01.2026 01:00:00 +01:00,"20581,30","23689,68"
05.01.2026 02:00:00 +01:00,"20392,23","23986,93"
05.01.2026 03:00:00 +01:00,"20320,22","23956,24"
05.01.2026 04:00:00 +01:00,"20395,26","24106,86"
05.01.2026 05:00:00 +01:00,"20813,28","23948,68"
05.01.2026 06:00:00 +01:00,"22040,11","24304,96"
05.01.2026 07:00:00 +01:00,"23247,67","25564,41"
05.01.2026 08:00:00 +01:00,"23605,72","25199,72"
05.01.2026 09:00:00 +01:00,"23694,71","25522,19"
05.01.2026 10:00:00 +01:00,"23685,74","25447,21"
05.01.2026 11:00:00 +01:00,"23619,71","25302,15"
05.01.2026 12:00:00 +01:00,"23657,72","25039,69"
05.01.2026 13:00:00 +01:00,"23620,05","25137,16"
05.01.2026 14:00:00 +01:00,"23611,46","25235,68"
05.01.2026 15:00:00 +01:00,"23729,38","25192,23"
05.01.2026 16:00:00 +01:00,"23870,72","25488,72"
05.01.2026 17:00:00 +01:00,"23782,96","25759,43"
05.01.2026 18:00:00 +01:00,"23486,90","25966,79"
05.01.2026 19:00:00 +01:00,"23320,88","26730,50"
05.01.2026 20:00:00 +01:00,"23115,52","26360,06"
05.01.2026 21:00:00 +01:00,"22948,19","26160,40"
05.01.2026 22:00:00 +01:00,"22511,77","26066,55"
05.01.2026 23:00:00 +01:00,"21898,58","25202,68"
06.01.2026 00:00:00 +01:00,"21460,20","25969,61"
06.01.2026 01:00:00 +01:00,"21106,64","25610,74"
06.01.2026 02:00:00 +01:00,"20914,20","25816,98"
06.01.2026 03:00:00 +01:00,"20881,90","25799,83"
06.01.2026 04:00:00 +01:00,"20926,69","25469,97"
06.01.2026 05:00:00 +01:00,"21203,47","25171,17"
06.01.2026 06:00:00 +01:00,"22295,53","26017,68"
06.01.2026 07:00:00 +01:00,"23653,34","26644,05"
06.01.2026 08:00:00 +01:00,"24087,19","26920,81"
06.01.2026 09:00:00 +01:00,"24136,25","27257,95"
06.01.2026 10:00:00 +01:00,"24043,62","27386,99"
06.01.2026 11:00:00 +01:00,"24047,00","27191,36"
06.01.2026 12:00:00 +01:00,"23967,90","27535,64"
06.01.2026 13:00:00 +01:00,"23946,73","27562,84"
06.01.2026 14:00:00 +01:00,"24090,61","27214,39"
06.01.2026 15:00:00 +01:00,"24328,18","26877,63"
06.01.2026 16:00:00 +01:00,"24585,50","27089,33"
06.01.2026 17:00:00 +01:00,"24409,71","27531,72"
06.01.2026 18:00:00 +01:00,"24280,06","27853,97"
06.01.2026 19:00:00 +01:00,"24174,61","27862,23"
06.01.2026 20:00:00 +01:00,"24134,26","27907,93"
06.01.2026 21:00:00 +01:00,"24047,58","27541,02"
06.01.2026 22:00:00 +01:00,"23574,14","27384,83"
06.01.2026 23:00:00 +01:00,"22925,40","26914,99"
07.01.2026 00:00:00 +01:00,"22273,82","25469,93"
07.01.2026 01:00:00 +01:00,"21948,69","25248,95"
07.01.2026 02:00:00 +01:00,"21749,89","24385,30"
07.01.2026 03:00:00 +01:00,"21670,94","23542,96"
07.01.2026 04:00:00 +01:00,"21723,92","22903,37"
07.01.2026 05:00:00 +01:00,"22095,54","23896,08"
07.01.2026 06:00:00 +01:00,"23198,34","25581,45"
07.01.2026 07:00:00 +01:00,"24515,64","26486,72"
07.01.2026 08:00:00 +01:00,"24965,13","26648,44"
07.01.2026 09:00:00 +01:00,"24989,22","27014,72"
07.01.2026 10:00:00 +01:00,"25042,82","27165,91"
07.01.2026 11:00:00 +01:00,"24826,80","27018,51"
07.01.2026 12:00:00 +01:00,"24816,45","26897,93"
07.01.2026 13:00:00 +01:00,"24741,41","26136,74"
07.01.2026 14:00:00 +01:00,"24774,63","26379,43"
07.01.2026 15:00:00 +01:00,"25018,86","26667,99"
07.01.2026 16:00:00 +01:00,"25320,87","27245,70"
07.01.2026 17:00:00 +01:00,"25102,36","27585,12"
07.01.2026 18:00:00 +01:00,"24809,22","27334,84"
07.01.2026 19:00:00 +01:00,"24636,73","27071,41"
07.01.2026 20:00:00 +01:00,"24463,09","27048,35"
07.01.2026 21:00:00 +01:00,"24180,17","26692,22"
07.01.2026 22:00:00 +01:00,"23608,98","26260,54"
07.01.2026 23:00:00 +01:00,"22931,34","25261,04"
08.01.2026 00:00:00 +01:00,"22344,80","23384,53"
08.01.2026 01:00:00 +01:00,"21893,66","23063,49"
08.01.2026 02:00:00 +01:00,"21664,67","22364,94"
08.01.2026 03:00:00 +01:00,"21438,96","22172,03"
08.01.2026 04:00:00 +01:00,"21499,60","22674,68"
08.01.2026 05:00:00 +01:00,"21905,14","23273,05"
08.01.2026 06:00:00 +01:00,"23174,81","24815,90"
08.01.2026 07:00:00 +01:00,"24494,01","26553,35"
08.01.2026 08:00:00 +01:00,"24820,18","26895,92"
08.01.2026 09:00:00 +01:00,"24869,63","27053,96"
08.01.2026 10:00:00 +01:00,"24829,18","26637,17"
08.01.2026 11:00:00 +01:00,"24713,46","26426,98"
08.01.2026 12:00:00 +01:00,"24503,97","26295,42"
08.01.2026 13:00:00 +01:00,"24294,04","26218,21"
08.01.2026 14:00:00 +01:00,"24354,46","26369,64"
08.01.2026 15:00:00 +01:00,"24678,44","26689,32"
08.01.2026 16:00:00 +01:00,"25074,39","26714,13"
08.01.2026 17:00:00 +01:00,"24959,71","27148,94"
08.01.2026 18:00:00 +01:00,"24718,04","27211,85"
08.01.2026 19:00:00 +01:00,"24566,93","26647,88"
08.01.2026 20:00:00 +01:00,"24438,56","25788,63"
08.01.2026 21:00:00 +01:00,"24130,94","25580,99"
08.01.2026 22:00:00 +01:00,"23570,76","25240,57"
08.01.2026 23:00:00 +01:00,"22861,11","22906,11"
09.01.2026 00:00:00 +01:00,"22213,66","21569,73"
09.01.2026 01:00:00 +01:00,"21767,76","20635,93"
09.01.2026 02:00:00 +01:00,"21483,17","19099,60"
09.01.2026 03:00:00 +01:00,"21297,17","18336,13"
09.01.2026 04:00:00 +01:00,"21258,81","18346,12"
09.01.2026 05:00:00 +01:00,"21544,92","19016,39"
09.01.2026 06:00:00 +01:00,"22655,70","21927,59"
09.01.2026 07:00:00 +01:00,"23935,31","25139,94"
09.01.2026 08:00:00 +01:00,"24414,85","26288,78"
09.01.2026 09:00:00 +01:00,"24488,50","25710,47"
09.01.2026 10:00:00 +01:00,"24320,20","25760,47"
09.01.2026 11:00:00 +01:00,"24145,78","25571,08"
09.01.2026 12:00:00 +01:00,"23933,31","25017,15"
09.01.2026 13:00:00 +01:00,"23903,34","24684,02"
09.01.2026 14:00:00 +01:00,"23867,56","24373,73"
09.01.2026 15:00:00 +01:00,"23980,22","24908,72"
09.01.2026 16:00:00 +01:00,"24138,63","25417,13"
09.01.2026 17:00:00 +01:00,"23998,39","25717,93"
09.01.2026 18:00:00 +01:00,"23692,88","25519,71"
09.01.2026 19:00:00 +01:00,"23367,58","24810,64"
09.01.2026 20:00:00 +01:00,"22869,69","23771,70"
09.01.2026 21:00:00 +01:00,"22387,60","23189,82"
09.01.2026 22:00:00 +01:00,"21960,19","22552,01"
09.01.2026 23:00:00 +01:00,"21495,92","21052,90"
10.01.2026 00:00:00 +01:00,"21087,58","20514,15"
10.01.2026 01:00:00 +01:00,"20745,10","19087,48"
10.01.2026 02:00:00 +01:00,"20571,40","18412,03"
10.01.2026 03:00:00 +01:00,"20550,52","17893,13"
10.01.2026 04:00:00 +01:00,"20525,60","18073,20"
10.01.2026 05:00:00 +01:00,"20637,58","18177,04"
10.01.2026 06:00:00 +01:00,"20951,30","18990,69"
10.01.2026 07:00:00 +01:00,"21382,60","21327,27"
10.01.2026 08:00:00 +01:00,"22086,30","23570,94"
10.01.2026 09:00:00 +01:00,"22724,19","25172,46"
10.01.2026 10:00:00 +01:00,"23074,97","25230,60"
10.01.2026 11:00:00 +01:00,"23120,16","24985,11"
10.01.2026 12:00:00 +01:00,"23014,04","25151,81"
10.01.2026 13:00:00 +01:00,"22888,34","25155,68"
10.01.2026 14:00:00 +01:00,"22855,12","25393,86"
10.01.2026 15:00:00 +01:00,"23104,68","25208,20"
10.01.2026 16:00:00 +01:00,"23465,17","25356,69"
10.01.2026 17:00:00 +01:00,"23523,62","25261,24"
10.01.2026 18:00:00 +01:00,"23501,28","25596,17"
10.01.2026 19:00:00 +01:00,"23316,84","25491,31"
10.01.2026 20:00:00 +01:00,"23083,17","25196,51"
10.01.2026 21:00:00 +01:00,"22802,81","24972,69"
10.01.2026 22:00:00 +01:00,"22568,28","25014,02"
10.01.2026 23:00:00 +01:00,"22272,04","24588,07"
11.01.2026 00:00:00 +01:00,"22075,12","24333,84"
11.01.2026 01:00:00 +01:00,"21766,62","24278,02"
11.01.2026 02:00:00 +01:00,"21565,59","24198,02"
11.01.2026 03:00:00 +01:00,"21485,52","23606,26"
11.01.2026 04:00:00 +01:00,"21460,02","23199,66"
11.01.2026 05:00:00 +01:00,"21451,30","23346,97"
11.01.2026 06:00:00 +01:00,"21571,67","23023,46"
11.01.2026 07:00:00 +01:00,"21823,94","23641,05"
11.01.2026 08:00:00 +01:00,"22319,08","24806,37"
11.01.2026 09:00:00 +01:00,"22787,06","25162,14"
11.01.2026 10:00:00 +01:00,"23108,82","25985,39"
11.01.2026 11:00:00 +01:00,"23140,97","26092,14"
11.01.2026 12:00:00 +01:00,"23081,61","26443,20"
11.01.2026 13:00:00 +01:00,"23135,54","26407,80"
11.01.2026 14:00:00 +01:00,"23308,11","26343,76"
11.01.2026 15:00:00 +01:00,"23533,25","26117,41"
11.01.2026 16:00:00 +01:00,"23932,06","26665,01"
11.01.2026 17:00:00 +01:00,"24017,47","26895,43"
11.01.2026 18:00:00 +01:00,"23927,65","26668,88"
11.01.2026 19:00:00 +01:00,"23863,69","27028,06"
11.01.2026 20:00:00 +01:00,"23635,96","26947,29"
11.01.2026 21:00:00 +01:00,"23312,77","26358,93"
11.01.2026 22:00:00 +01:00,"22960,11","26095,91"
11.01.2026 23:00:00 +01:00,"22322,78","24294,68"
12.01.2026 00:00:00 +01:00,"21693,38","22944,76"
12.01.2026 01:00:00 +01:00,"21332,94","22551,62"
12.01.2026 02:00:00 +01:00,"21127,51","22188,48"
12.01.2026 03:00:00 +01:00,"20994,72","21811,79"
12.01.2026 04:00:00 +01:00,"21011,82","21354,60"
12.01.2026 05:00:00 +01:00,"21385,18","22209,05"
12.01.2026 06:00:00 +01:00,"22580,16","24390,96"
12.01.2026 07:00:00 +01:00,"23982,73","26306,16"
12.01.2026 08:00:00 +01:00,"24284,83","26476,48"
12.01.2026 09:00:00 +01:00,"24202,25","27037,92"
12.01.2026 10:00:00 +01:00,"24043,39","27072,24"
12.01.2026 11:00:00 +01:00,"23947,85","27152,63"
12.01.2026 12:00:00 +01:00,"23908,44","26589,67"
12.01.2026 13:00:00 +01:00,"23702,70","26704,04"
12.01.2026 14:00:00 +01:00,"23760,60","26783,51"
12.01.2026 15:00:00 +01:00,"23827,37","26770,63"
12.01.2026 16:00:00 +01:00,"24034,45","26756,17"
12.01.2026 17:00:00 +01:00,"23817,97","27303,57"
12.01.2026 18:00:00 +01:00,"23684,82","27660,94"
12.01.2026 19:00:00 +01:00,"23466,98","27690,25"
12.01.2026 20:00:00 +01:00,"23176,40","27379,43"
12.01.2026 21:00:00 +01:00,"22754,97","26908,88"
12.01.2026 22:00:00 +01:00,"22171,12","26999,76"
12.01.2026 23:00:00 +01:00,"21431,36","26134,12"
13.01.2026 00:00:00 +01:00,"20848,70","25146,05"
13.01.2026 01:00:00 +01:00,"20493,24","24557,54"
13.01.2026 02:00:00 +01:00,"20202,80","24479,75"
13.01.2026 03:00:00 +01:00,"20029,06","24414,24"
13.01.2026 04:00:00 +01:00,"20026,20","24520,73"
13.01.2026 05:00:00 +01:00,"20356,81","24954,00"
13.01.2026 06:00:00 +01:00,"21478,76","26137,27"
13.01.2026 07:00:00 +01:00,"22736,32","26543,89"
13.01.2026 08:00:00 +01:00,"22986,13","26737,80"
13.01.2026 09:00:00 +01:00,"22763,67","26195,09"
13.01.2026 10:00:00 +01:00,"22692,53","26089,03"
13.01.2026 11:00:00 +01:00,"22644,09","26771,42"
13.01.2026 12:00:00 +01:00,"22724,47","26108,41"
13.01.2026 13:00:00 +01:00,"22780,75","25790,11"
13.01.2026 14:00:00 +01:00,"22707,70","25991,13"
13.01.2026 15:00:00 +01:00,"22908,31","26400,86"
13.01.2026 16:00:00 +01:00,"23330,40","26914,83"
13.01.2026 17:00:00 +01:00,"23192,12","27514,10"
13.01.2026 18:00:00 +01:00,"22937,26","27329,80"
13.01.2026 19:00:00 +01:00,"22703,71","26934,57"
13.01.2026 20:00:00 +01:00,"22431,25","26788,89"
13.01.2026 21:00:00 +01:00,"22149,69","26631,59"
13.01.2026 22:00:00 +01:00,"21692,21","25780,66"
13.01.2026 23:00:00 +01:00,"20909,16","23822,35"
14.01.2026 00:00:00 +01:00,"20297,74","23170,31"
14.01.2026 01:00:00 +01:00,"19925,74","22983,87"
14.01.2026 02:00:00 +01:00,"19646,67","22324,93"
14.01.2026 03:00:00 +01:00,"19548,84","21771,45"
14.01.2026 04:00:00 +01:00,"19450,05","21901,24"
14.01.2026 05:00:00 +01:00,"19711,24","22584,69"
14.01.2026 06:00:00 +01:00,"20639,05","23959,02"
14.01.2026 07:00:00 +01:00,"21705,84","25376,61"
14.01.2026 08:00:00 +01:00,"21942,68","25427,32"
14.01.2026 09:00:00 +01:00,"21913,89","25161,55"
14.01.2026 10:00:00 +01:00,"21736,64","24522,73"
14.01.2026 11:00:00 +01:00,"21789,72","24377,08"
14.01.2026 12:00:00 +01:00,"21735,33","24255,52"
14.01.2026 13:00:00 +01:00,"21647,14","23942,65"
14.01.2026 14:00:00 +01:00,"21664,69","23980,99"
14.01.2026 15:00:00 +01:00,"21732,23","24512,59"
14.01.2026 16:00:00 +01:00,"22092,53","24866,39"
14.01.2026 17:00:00 +01:00,"22051,68","25580,11"
14.01.2026 18:00:00 +01:00,"21910,98","25482,80"
14.01.2026 19:00:00 +01:00,"21851,48","25558,75"
14.01.2026 20:00:00 +01:00,"21818,70","25347,65"
14.01.2026 21:00:00 +01:00,"21669,21","24941,19"
14.01.2026 22:00:00 +01:00,"21242,72","24338,22"
14.01.2026 23:00:00 +01:00,"20660,82","23529,76"
15.01.2026 00:00:00 +01:00,"19986,27","23155,34"
15.01.2026 01:00:00 +01:00,"19552,40","23138,39"
15.01.2026 02:00:00 +01:00,"19268,94","21976,65"
15.01.2026 03:00:00 +01:00,"19083,61","20830,50"
15.01.2026 04:00:00 +01:00,"19059,42","20636,68"
15.01.2026 05:00:00 +01:00,"19422,78","21801,32"
15.01.2026 06:00:00 +01:00,"20622,77","24424,20"
15.01.2026 07:00:00 +01:00,"21974,85","25825,92"
15.01.2026 08:00:00 +01:00,"22329,20","26223,38"
15.01.2026 09:00:00 +01:00,"22251,07","26327,36"
15.01.2026 10:00:00 +01:00,"22250,24","25922,72"
15.01.2026 11:00:00 +01:00,"22164,00","25720,31"
15.01.2026 12:00:00 +01:00,"22048,86","25565,89"
15.01.2026 13:00:00 +01:00,"21980,16","25908,61"
15.01.2026 14:00:00 +01:00,"22102,41","26486,67"
15.01.2026 15:00:00 +01:00,"22109,75","26571,27"
15.01.2026 16:00:00 +01:00,"22274,33","26922,70"
15.01.2026 17:00:00 +01:00,"22050,66","26391,28"
15.01.2026 18:00:00 +01:00,"21809,15","26516,67"
15.01.2026 19:00:00 +01:00,"21639,84","26543,42"
15.01.2026 20:00:00 +01:00,"21331,44","25652,81"
15.01.2026 21:00:00 +01:00,"20926,68","24376,96"
15.01.2026 22:00:00 +01:00,"20324,91","22967,04"
15.01.2026 23:00:00 +01:00,"19660,54","21129,17"
16.01.2026 00:00:00 +01:00,"19178,04","20570,00"
16.01.2026 01:00:00 +01:00,"18682,18","19073,90"
16.01.2026 02:00:00 +01:00,"18367,65","17824,33"
16.01.2026 03:00:00 +01:00,"18246,84","17201,44"
16.01.2026 04:00:00 +01:00,"18261,04","17625,72"
16.01.2026 05:00:00 +01:00,"18567,00","19597,10"
16.01.2026 06:00:00 +01:00,"19606,54","21620,32"
16.01.2026 07:00:00 +01:00,"20869,53","23343,60"
16.01.2026 08:00:00 +01:00,"21219,04","23486,02"
16.01.2026 09:00:00 +01:00,"21194,02","23572,16"
16.01.2026 10:00:00 +01:00,"21047,76","22893,12"
16.01.2026 11:00:00 +01:00,"20890,23","23203,19"
16.01.2026 12:00:00 +01:00,"20930,05","23314,58"
16.01.2026 13:00:00 +01:00,"20970,66","23669,20"
16.01.2026 14:00:00 +01:00,"20961,16","24115,71"
16.01.2026 15:00:00 +01:00,"20944,24","24685,03"
16.01.2026 16:00:00 +01:00,"21177,09","25515,71"
16.01.2026 17:00:00 +01:00,"21023,70","25708,42"
16.01.2026 18:00:00 +01:00,"20804,31","25961,84"
16.01.2026 19:00:00 +01:00,"20550,32","25080,04"
16.01.2026 20:00:00 +01:00,"20160,84","24327,59"
16.01.2026 21:00:00 +01:00,"19708,70","23378,65"
16.01.2026 22:00:00 +01:00,"19348,78","22744,21"
16.01.2026 23:00:00 +01:00,"18839,35","21884,05"
17.01.2026 00:00:00 +01:00,"18525,98","21170,87"
17.01.2026 01:00:00 +01:00,"18223,16","20993,62"
17.01.2026 02:00:00 +01:00,"17946,11","20865,25"
17.01.2026 03:00:00 +01:00,"17739,32","20601,02"
17.01.2026 04:00:00 +01:00,"17663,95","20538,85"
17.01.2026 05:00:00 +01:00,"17761,52","20897,70"
17.01.2026 06:00:00 +01:00,"18001,98","21095,57"
17.01.2026 07:00:00 +01:00,"18357,13","21921,68"
17.01.2026 08:00:00 +01:00,"18965,12","22942,37"
17.01.2026 09:00:00 +01:00,"19489,53","24067,49"
17.01.2026 10:00:00 +01:00,"19852,18","24126,84"
17.01.2026 11:00:00 +01:00,"19922,53","23779,97"
17.01.2026 12:00:00 +01:00,"19959,98","23844,20"
17.01.2026 13:00:00 +01:00,"19935,50","23725,46"
17.01.2026 14:00:00 +01:00,"19871,82","24120,17"
17.01.2026 15:00:00 +01:00,"19902,12","24457,48"
17.01.2026 16:00:00 +01:00,"20151,60","24623,48"
17.01.2026 17:00:00 +01:00,"20225,96","24690,99"
17.01.2026 18:00:00 +01:00,"20094,13","24821,66"
17.01.2026 19:00:00 +01:00,"19847,94","24667,19"
17.01.2026 20:00:00 +01:00,"19547,41","24497,82"
17.01.2026 21:00:00 +01:00,"19228,93","23777,36"
17.01.2026 22:00:00 +01:00,"18866,86","22972,63"
17.01.2026 23:00:00 +01:00,"18484,20","22935,46"
18.01.2026 00:00:00 +01:00,"18119,19","21961,07"
18.01.2026 01:00:00 +01:00,"17806,78","21801,62"
18.01.2026 02:00:00 +01:00,"17550,31","21577,46"
18.01.2026 03:00:00 +01:00,"17393,80","21514,47"
18.01.2026 04:00:00 +01:00,"17305,59","21494,15"
18.01.2026 05:00:00 +01:00,"17344,47","21524,87"
18.01.2026 06:00:00 +01:00,"17498,90","21871,70"
18.01.2026 07:00:00 +01:00,"17766,00","22267,46"
18.01.2026 08:00:00 +01:00,"18135,04","23314,06"
18.01.2026 09:00:00 +01:00,"18547,63","24107,89"
18.01.2026 10:00:00 +01:00,"18881,69","23935,35"
18.01.2026 11:00:00 +01:00,"18977,28","23392,05"
18.01.2026 12:00:00 +01:00,"19155,85","23569,76"
18.01.2026 13:00:00 +01:00,"19209,18","23908,54"
18.01.2026 14:00:00 +01:00,"19371,40","24534,51"
18.01.2026 15:00:00 +01:00,"19539,90","25815,76"
18.01.2026 16:00:00 +01:00,"19709,64","26204,23"
18.01.2026 17:00:00 +01:00,"19772,43","26416,96"
18.01.2026 18:00:00 +01:00,"19712,74","26215,85"
18.01.2026 19:00:00 +01:00,"19660,49","25972,47"
18.01.2026 20:00:00 +01:00,"19557,42","26059,82"
18.01.2026 21:00:00 +01:00,"19366,42","25961,68"
18.01.2026 22:00:00 +01:00,"19076,06","25111,13"
18.01.2026 23:00:00 +01:00,"18588,72","23873,70"
19.01.2026 00:00:00 +01:00,"18161,33","23486,98"
19.01.2026 01:00:00 +01:00,"17815,40","23511,09"
19.01.2026 02:00:00 +01:00,"17558,11","23052,75"
19.01.2026 03:00:00 +01:00,"17500,04","22978,38"
19.01.2026 04:00:00 +01:00,"17560,67","23023,97"
19.01.2026 05:00:00 +01:00,"17913,38","23640,70"
19.01.2026 06:00:00 +01:00,"19028,38","25526,19"
19.01.2026 07:00:00 +01:00,"20159,63","26315,99"
19.01.2026 08:00:00 +01:00,"20570,59","26601,98"
19.01.2026 09:00:00 +01:00,"20492,61","26397,65"
19.01.2026 10:00:00 +01:00,"20459,80","25706,27"
19.01.2026 11:00:00 +01:00,"20545,32","25024,56"
19.01.2026 12:00:00 +01:00,"20493,50","25238,57"
19.01.2026 13:00:00 +01:00,"20421,04","25283,74"
19.01.2026 14:00:00 +01:00,"20399,36","25465,17"
19.01.2026 15:00:00 +01:00,"20445,88","25777,13"
19.01.2026 16:00:00 +01:00,"20766,04","26059,14"
19.01.2026 17:00:00 +01:00,"20663,95","25689,90"
19.01.2026 18:00:00 +01:00,"20462,52","25369,91"
19.01.2026 19:00:00 +01:00,"20325,61","25877,87"
19.01.2026 20:00:00 +01:00,"20167,03","25789,24"
19.01.2026 21:00:00 +01:00,"19996,62","25444,90"
19.01.2026 22:00:00 +01:00,"19675,02","25505,06"
19.01.2026 23:00:00 +01:00,"19105,20","25050,90"
20.01.2026 00:00:00 +01:00,"18609,49","23559,30"
20.01.2026 01:00:00 +01:00,"18286,80","22901,60"
20.01.2026 02:00:00 +01:00,"18072,75","22498,50"
20.01.2026 03:00:00 +01:00,"17966,37","22350,04"
20.01.2026 04:00:00 +01:00,"18009,50","22191,77"
20.01.2026 05:00:00 +01:00,"18419,70","21961,08"
20.01.2026 06:00:00 +01:00,"19635,07","23224,57"
20.01.2026 07:00:00 +01:00,"20823,57","25000,65"
20.01.2026 08:00:00 +01:00,"21267,27","25136,87"
